date,funding_rate,open_interest_usd
2023-03-03,1.857e-05,2300409441.530085
2023-03-04,2.148666666666667e-05,2228703409.6513467
2023-03-05,2.0413333333333333e-05,2229427274.768414
2023-03-06,4.9760000000000005e-05,2297624812.4090595
2023-03-07,2.726333333333333e-05,2317631545.3877125
2023-03-08,5.577666666666667e-05,2359289678.61806
2023-03-09,0.0001,2328830460.2807293
2023-03-10,-3.338666666666666e-05,1941946720.5710363
2023-03-11,-7.576666666666667e-06,1869230889.777848
2023-03-12,1.798666666666667e-05,1922670742.4732857
2023-03-13,8.670333333333335e-05,2159269400.2929373
2023-03-14,0.0001828433333333,2568543032.0150943
2023-03-15,0.00018751,2411776641.842428
2023-03-16,0.0001,2481952702.470303
2023-03-17,7.770333333333335e-05,2945716206.127418
2023-03-18,0.0001,2895040246.9392867
2023-03-19,0.0001,2982687060.2549443
2023-03-20,9.693666666666668e-05,3133349662.559847
2023-03-21,3.221333333333334e-05,3118736159.0549927
2023-03-22,1.8693333333333333e-05,3063006259.966463
2023-03-23,3.052666666666667e-05,2930759151.0774474
2023-03-24,0.0001,2924596195.775285
2023-03-25,1.3566666666666669e-06,2716353507.2844825
2023-03-26,1.2300000000000024e-06,2791558326.04572
2023-03-27,1.6393333333333334e-05,2806670494.059066
2023-03-28,2.4086666666666664e-05,2729067168.182219
2023-03-29,7.724333333333334e-05,2991453218.522739
2023-03-30,4.5826666666666666e-05,3014445323.10527
2023-03-31,4.5486666666666666e-05,2919824643.535084
2023-04-01,9.613333333333334e-05,3048209109.11419
2023-04-02,5.311333333333333e-05,3005730403.179644
2023-04-03,2.069e-05,2859019947.0723524
